root(nselect:0) 	 	 Verbo(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Gemini, Twin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Cancer, Crab}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Leo, Lion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Virgo, Virgin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Libra, Balance}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Scorpio, Scorpion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Sagittarius, Archer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Capricorn, Goat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Aquarius, Water Bearer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Pisces, Fish}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {abator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {abjurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {abomination}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {abstainer, abstinent, nondrinker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {achiever, winner, success, succeeder}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {acquaintance, friend}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {acquirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {active}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {actor, doer, worker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {adjudicator}(nselect:0)
{adjudicator}(nselect:0) 	 	 {official}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {admirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {adoptee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {adversary, antagonist, opponent, opposer, resister}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {advisee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {advocate, advocator, proponent, exponent}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {supporter, protagonist, champion, admirer, booster, friend}(nselect:0)
{supporter, protagonist, champion, admirer, booster, friend}(nselect:0) 	 	 {enthusiast, partisan, partizan}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {addict, nut, freak, junkie, junky}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {backslapper}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {balletomane}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {fanatic, fiend}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {gadgeteer}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {shutterbug}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {sports fan, fan, rooter}(nselect:15)
{sports fan, fan, rooter}(nselect:15) 	 	 {aficionado}(nselect:0)
{sports fan, fan, rooter}(nselect:15) 	 	 {railbird}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {apologist, vindicator, justifier}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {constitutionalist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {Darwinian}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {democrat, populist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {federalist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {Gnostic}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {humanist, humanitarian}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {ideologist, ideologue}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {internationalist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {irredentist, irridentist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {isolationist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {Jansenist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {libertarian}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {Maoist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {Marxist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {nationalist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {neoclassicist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {neutralist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {nullifier}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {partisan, zealot, drumbeater}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {partitionist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {Platonist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {pro-lifer}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {presenter, sponsor}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {protectionist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {republican}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {ritualist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {ruralist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {secessionist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {secularist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {separatist, separationist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {suffragist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {supremacist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {teleologist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {Thatcherite}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {unilateralist}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {spokesperson, interpreter, representative, voice}(nselect:7)
{spokesperson, interpreter, representative, voice}(nselect:7) 	 	 {ambassador}(nselect:0)
{spokesperson, interpreter, representative, voice}(nselect:7) 	 	 {flak catcher, flak, flack catcher, flack}(nselect:0)
{spokesperson, interpreter, representative, voice}(nselect:7) 	 	 {mouthpiece, mouth}(nselect:0)
{spokesperson, interpreter, representative, voice}(nselect:7) 	 	 {spokesman}(nselect:0)
{spokesperson, interpreter, representative, voice}(nselect:7) 	 	 {spokeswoman}(nselect:0)
{spokesperson, interpreter, representative, voice}(nselect:7) 	 	 {traveling salesman, travelling salesman, commercial traveler, commercial traveller, roadman, bagman}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {affiant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {agnostic, doubter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {amateur}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {ancient}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {anti}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {anti-American}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {apprehender}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {appreciator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {archaist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {arrogator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {assessee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {asthmatic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {authority}(nselect:0)
{authority}(nselect:0) 	 	 {civil authority, civil officer}(nselect:0)
{civil authority, civil officer}(nselect:0) 	 	 {mayor, city manager}(nselect:4)
{mayor, city manager}(nselect:4) 	 	 {ex-mayor}(nselect:0)
{mayor, city manager}(nselect:4) 	 	 {alcalde}(nselect:0)
{mayor, city manager}(nselect:4) 	 	 {burgomaster}(nselect:0)
{mayor, city manager}(nselect:4) 	 	 {mayoress}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {autodidact}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {baby boomer, boomer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {baby buster, buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bad guy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bad person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {baldhead, baldpate, baldy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {balker, baulker, noncompliant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bullfighter, toreador}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bather}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {beard}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bedfellow}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bereaved, bereaved person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {best, topper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {birth}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {biter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {blogger}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {blond, blonde}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bluecoat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bodybuilder, muscle builder, muscle-builder, musclebuilder, muscleman}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {bomber}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {brunet, brunette}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {candidate, prospect}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {case}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {cashier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {celebrant, celebrator, celebrater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {censor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {chameleon}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {charmer, beguiler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {child, baby}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {chutzpanik}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {closer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {clumsy person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {collector, aggregator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {combatant, battler, belligerent, fighter, scrapper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {complexifier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {compulsive}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {computer user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {contemplative}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {convert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {copycat, imitator, emulator, ape, aper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {counter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {counterterrorist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {crawler, creeper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {creature, wight}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {creditor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {cripple}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {dancer, social dancer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {dead person, dead soul, deceased person, deceased, decedent, departed}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {deaf person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {debaser, degrader}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {debtor, debitor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {defecator, voider, shitter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {delayer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {deliverer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {demander}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {dieter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {differentiator, discriminator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {disentangler, unraveler, unraveller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {dissenter, dissident, protester, objector, contestant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {divider}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {domestic partner, significant other, spousal equivalent, spouse equivalent}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {double, image, look-alike}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {dresser}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {dribbler, driveller, slobberer, drooler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {drug user, substance abuser, user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {dyslectic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {ectomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {effecter, effector}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Elizabethan}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {emotional person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {endomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {enjoyer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {enrollee}(nselect:0)
{enrollee}(nselect:0) 	 	 {student, pupil, educatee}(nselect:14)
{student, pupil, educatee}(nselect:14) 	 	 {art student}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {auditor}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {catechumen, neophyte}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {collegian, college man, college boy}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {crammer}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {Etonian}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {Ivy Leaguer}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {law student}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {major}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {medical student, medico}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {nonreader}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {overachiever}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {passer}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {scholar}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {seminarian, seminarist}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {sixth-former}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {skipper}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {underachiever, underperformer, nonachiever}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {withdrawer}(nselect:0)
{student, pupil, educatee}(nselect:14) 	 	 {Wykehamist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {ethnic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {explorer, adventurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {extrovert, extravert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {faddist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {faller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {fastener}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {fiduciary}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {first-rater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {follower}(nselect:0)
{follower}(nselect:0) 	 	 {camp follower}(nselect:0)
{follower}(nselect:0) 	 	 {Cartesian}(nselect:0)
{follower}(nselect:0) 	 	 {cultist}(nselect:0)
{follower}(nselect:0) 	 	 {cultist}(nselect:0)
{follower}(nselect:0) 	 	 {disciple, adherent}(nselect:0)
{follower}(nselect:0) 	 	 {fan, buff, devotee, lover}(nselect:0)
{follower}(nselect:0) 	 	 {flatterer, adulator}(nselect:0)
{follower}(nselect:0) 	 	 {flunky, flunkey, stooge, yes-man}(nselect:0)
{follower}(nselect:0) 	 	 {Freudian}(nselect:0)
{follower}(nselect:0) 	 	 {Hegelian}(nselect:0)
{follower}(nselect:0) 	 	 {inferior}(nselect:0)
{follower}(nselect:0) 	 	 {Jacksonian}(nselect:0)
{follower}(nselect:0) 	 	 {janissary}(nselect:0)
{follower}(nselect:0) 	 	 {Jeffersonian}(nselect:0)
{follower}(nselect:0) 	 	 {Jungian}(nselect:0)
{follower}(nselect:0) 	 	 {Keynesian}(nselect:0)
{follower}(nselect:0) 	 	 {Lamarckian}(nselect:0)
{follower}(nselect:0) 	 	 {Machiavellian}(nselect:0)
{follower}(nselect:0) 	 	 {Mendelian}(nselect:0)
{follower}(nselect:0) 	 	 {Mohammedan, Muhammedan, Muhammadan}(nselect:0)
{follower}(nselect:0) 	 	 {myrmidon}(nselect:0)
{follower}(nselect:0) 	 	 {Nestorian}(nselect:0)
{follower}(nselect:0) 	 	 {Newtonian}(nselect:0)
{follower}(nselect:0) 	 	 {regular}(nselect:0)
{follower}(nselect:0) 	 	 {respecter}(nselect:0)
{follower}(nselect:0) 	 	 {satellite, planet}(nselect:0)
{follower}(nselect:0) 	 	 {sheep}(nselect:0)
{follower}(nselect:0) 	 	 {Skinnerian}(nselect:0)
{follower}(nselect:0) 	 	 {Stalinist}(nselect:0)
{follower}(nselect:0) 	 	 {submitter}(nselect:0)
{follower}(nselect:0) 	 	 {tagalong, hanger-on}(nselect:0)
{follower}(nselect:0) 	 	 {vassal, liege, liegeman, liege subject, feudatory}(nselect:0)
{follower}(nselect:0) 	 	 {Wagnerian}(nselect:0)
{follower}(nselect:0) 	 	 {leech, parasite, sponge, sponger}(nselect:9)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {free agent, free spirit, freewheeler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {friend}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {fugitive, runaway, fleer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {gainer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {gainer, weight gainer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {gambler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {gatekeeper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {gatherer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {good guy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {good person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {granter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {greeter, saluter, welcomer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {grinner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {groaner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {grunter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {guesser}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {handicapped person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {hater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {heterosexual, heterosexual person, straight person, straight}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {homosexual, homophile, homo, gay}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {homunculus}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {hope}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {hoper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {huddler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {hugger}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {immune}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {insured, insured person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {interpreter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {introvert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Jat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {jewel, gem}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {jumper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {junior}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {killer, slayer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {relative, relation}(nselect:0)
{relative, relation}(nselect:0) 	 	 {offspring, progeny, issue}(nselect:0)
{offspring, progeny, issue}(nselect:0) 	 	 {baby}(nselect:0)
{offspring, progeny, issue}(nselect:0) 	 	 {bastard, by-blow, love child, illegitimate child, illegitimate, whoreson}(nselect:0)
{offspring, progeny, issue}(nselect:0) 	 	 {firstborn, eldest}(nselect:0)
{offspring, progeny, issue}(nselect:0) 	 	 {grandchild}(nselect:0)
{offspring, progeny, issue}(nselect:0) 	 	 {successor, heir}(nselect:0)
{offspring, progeny, issue}(nselect:0) 	 	 {child, kid}(nselect:2)
{child, kid}(nselect:2) 	 	 {army brat}(nselect:0)
{child, kid}(nselect:2) 	 	 {baby, babe, infant}(nselect:0)
{child, kid}(nselect:2) 	 	 {female offspring}(nselect:0)
{female offspring}(nselect:0) 	 	 {daughter, girl}(nselect:1)
{daughter, girl}(nselect:1) 	 	 {mother's daughter}(nselect:0)
{child, kid}(nselect:2) 	 	 {male offspring, man-child}(nselect:0)
{male offspring, man-child}(nselect:0) 	 	 {son, boy}(nselect:1)
{son, boy}(nselect:1) 	 	 {Junior, Jr, Jnr}(nselect:0)
{son, boy}(nselect:1) 	 	 {mother's boy, mamma's boy, mama's boy}(nselect:0)
{child, kid}(nselect:2) 	 	 {stepchild}(nselect:0)
{relative, relation}(nselect:0) 	 	 {kinsman}(nselect:0)
{kinsman}(nselect:0) 	 	 {male sibling}(nselect:0)
{male sibling}(nselect:0) 	 	 {brother, blood brother}(nselect:4)
{brother, blood brother}(nselect:4) 	 	 {big brother}(nselect:0)
{brother, blood brother}(nselect:4) 	 	 {little brother}(nselect:0)
{brother, blood brother}(nselect:4) 	 	 {stepbrother, half-brother, half brother}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {kink}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {kneeler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {knocker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {knower, apprehender}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {large person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {Latin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {laugher}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {learner, scholar, assimilator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {left-hander, lefty, southpaw}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {life}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {lightning rod}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {linguist, polyglot}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {literate, literate person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {liver}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {longer, thirster, yearner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {loose cannon}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {machine}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {mailer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {malcontent}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:73) 	 	 {man}(nselect:0)
